item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM_000072,ORD_00026,PROD_045,5,376.67,15
ITEM_000073,ORD_00026,PROD_043,2,410.63,15
ITEM_000074,ORD_00027,PROD_040,5,46.92,5
ITEM_000075,ORD_00027,PROD_032,5,523.61,0
ITEM_000076,ORD_00028,PROD_018,3,44.46,5
ITEM_000077,ORD_00028,PROD_026,5,493.01,0
ITEM_000078,ORD_00028,PROD_037,4,277.14,15
ITEM_000079,ORD_00028,PROD_032,4,450.96,0
ITEM_000080,ORD_00029,PROD_036,4,336.22,0
ITEM_000081,ORD_00030,PROD_042,5,407.81,10
ITEM_000082,ORD_00030,PROD_015,3,508.93,10
ITEM_000083,ORD_00030,PROD_039,5,291.78,10
ITEM_000084,ORD_00031,PROD_043,1,144.72,10
ITEM_000085,ORD_00031,PROD_019,3,335.4,10
ITEM_000086,ORD_00031,PROD_011,1,303.07,15
ITEM_000087,ORD_00031,PROD_013,1,124.71,15
ITEM_000088,ORD_00032,PROD_013,4,434.32,0
ITEM_000089,ORD_00032,PROD_041,4,504.92,20
ITEM_000090,ORD_00033,PROD_038,4,574.37,5
ITEM_000091,ORD_00034,PROD_004,1,338.64,15
ITEM_000092,ORD_00034,PROD_033,5,471.93,5
ITEM_000093,ORD_00034,PROD_009,5,75.58,20
ITEM_000094,ORD_00034,PROD_033,5,530.61,15
ITEM_000095,ORD_00035,PROD_022,3,582.74,15
ITEM_000096,ORD_00035,PROD_039,2,424.51,20
ITEM_000097,ORD_00036,PROD_046,5,446.04,20
ITEM_000098,ORD_00036,PROD_040,2,432.91,10
ITEM_000099,ORD_00036,PROD_042,2,585.48,5
ITEM_000100,ORD_00037,PROD_036,1,296.02,20
ITEM_000101,ORD_00037,PROD_035,4,182.27,15
ITEM_000102,ORD_00037,PROD_002,1,237.81,0
ITEM_000103,ORD_00038,PROD_011,2,590.37,10
ITEM_000104,ORD_00039,PROD_019,1,134.34,20
ITEM_000105,ORD_00039,PROD_029,1,74.95,20
ITEM_000106,ORD_00040,PROD_033,5,473.82,10
ITEM_000107,ORD_00040,PROD_025,1,258.69,10
ITEM_000108,ORD_00041,PROD_013,1,378.03,15
ITEM_000109,ORD_00042,PROD_035,3,446.99,5
ITEM_000110,ORD_00042,PROD_012,2,590.32,0
ITEM_000111,ORD_00043,PROD_008,2,235.66,15
ITEM_000112,ORD_00043,PROD_009,3,109.14,10
ITEM_000113,ORD_00044,PROD_010,3,38.37,10
ITEM_000114,ORD_00045,PROD_020,5,301.97,20
ITEM_000115,ORD_00046,PROD_021,1,322.36,5
ITEM_000116,ORD_00046,PROD_033,5,108.23,20
ITEM_000117,ORD_00046,PROD_023,5,144.4,5
ITEM_000118,ORD_00047,PROD_014,3,570.93,20
ITEM_000119,ORD_00047,PROD_036,5,496.86,0
ITEM_000120,ORD_00047,PROD_029,1,155.6,20
ITEM_000121,ORD_00048,PROD_021,1,238.1,0
ITEM_000122,ORD_00048,PROD_047,4,180.45,20
ITEM_000123,ORD_00049,PROD_029,5,299.78,10
ITEM_000124,ORD_00049,PROD_006,2,569.7,5
ITEM_000125,ORD_00049,PROD_041,5,53.3,5
ITEM_000126,ORD_00050,PROD_045,1,529.0,15
ITEM_000127,ORD_00050,PROD_010,1,28.9,10
ITEM_000128,ORD_00050,PROD_004,1,119.13,10
ITEM_000129,ORD_00050,PROD_015,5,547.93,15
ITEM_000130,ORD_00051,PROD_028,4,200.1,15
ITEM_000131,ORD_00051,PROD_042,1,436.37,0
ITEM_000132,ORD_00051,PROD_005,5,224.25,20
ITEM_000133,ORD_00051,PROD_044,1,191.29,0
ITEM_000134,ORD_00052,PROD_043,4,33.03,5
ITEM_000135,ORD_00052,PROD_048,5,243.73,20
ITEM_000136,ORD_00052,PROD_010,3,189.36,10
ITEM_000137,ORD_00053,PROD_010,5,87.09,0
ITEM_000138,ORD_00054,PROD_006,5,193.24,10
ITEM_000139,ORD_00054,PROD_042,2,513.1,5
ITEM_000140,ORD_00054,PROD_040,2,503.33,5
ITEM_000141,ORD_00054,PROD_037,1,513.57,20
ITEM_000142,ORD_00055,PROD_043,5,54.41,0
ITEM_000143,ORD_00055,PROD_032,2,571.65,10
ITEM_000144,ORD_00055,PROD_016,2,73.53,20
ITEM_000145,ORD_00055,PROD_021,1,299.23,10
ITEM_000146,ORD_00056,PROD_037,5,228.23,10
ITEM_000147,ORD_00056,PROD_021,4,159.01,5
ITEM_000148,ORD_00056,PROD_024,4,93.57,10
ITEM_000149,ORD_00057,PROD_050,4,193.7,20
ITEM_000150,ORD_00057,PROD_039,1,62.95,10
ITEM_000151,ORD_00057,PROD_013,2,168.99,0
ITEM_000152,ORD_00057,PROD_033,1,384.5,20
ITEM_000153,ORD_00058,PROD_003,5,337.68,20
ITEM_000154,ORD_00058,PROD_050,5,101.95,15
ITEM_000155,ORD_00058,PROD_038,2,443.94,10
ITEM_000156,ORD_00058,PROD_033,2,67.97,10
ITEM_000157,ORD_00059,PROD_040,2,415.23,20
ITEM_000158,ORD_00060,PROD_037,4,570.0,5
ITEM_000159,ORD_00060,PROD_003,4,143.01,15
ITEM_000160,ORD_00061,PROD_015,1,40.04,5
ITEM_000161,ORD_00061,PROD_024,5,242.03,15
ITEM_000162,ORD_00062,PROD_021,1,75.39,20
ITEM_000163,ORD_00063,PROD_037,3,116.7,15
ITEM_000164,ORD_00063,PROD_005,3,317.25,15
ITEM_000165,ORD_00063,PROD_023,2,493.08,10
ITEM_000166,ORD_00064,PROD_001,4,308.57,5
ITEM_000167,ORD_00064,PROD_005,4,316.01,10
ITEM_000168,ORD_00064,PROD_011,2,226.9,0
ITEM_000169,ORD_00064,PROD_022,2,436.35,15
ITEM_000170,ORD_00065,PROD_011,4,393.65,15
ITEM_000171,ORD_00065,PROD_009,1,350.49,5
ITEM_000172,ORD_00065,PROD_003,2,536.12,5
ITEM_000173,ORD_00065,PROD_012,1,317.23,15
ITEM_000174,ORD_00066,PROD_014,3,277.78,15
ITEM_000175,ORD_00067,PROD_027,2,366.49,20
ITEM_000176,ORD_00067,PROD_033,2,169.74,10
ITEM_000177,ORD_00067,PROD_005,4,149.44,15
ITEM_000178,ORD_00067,PROD_013,2,320.79,20
ITEM_000179,ORD_00068,PROD_012,2,293.38,20
ITEM_000180,ORD_00068,PROD_035,5,309.45,0
ITEM_000181,ORD_00068,PROD_009,1,542.66,20
ITEM_000182,ORD_00068,PROD_050,1,411.96,15
ITEM_000183,ORD_00069,PROD_045,3,324.94,5
ITEM_000184,ORD_00069,PROD_025,4,220.05,20
ITEM_000185,ORD_00069,PROD_017,1,294.13,5
ITEM_000186,ORD_00069,PROD_035,1,254.06,5
ITEM_000187,ORD_00070,PROD_008,1,319.06,15
ITEM_000188,ORD_00071,PROD_007,3,105.55,20
ITEM_000189,ORD_00071,PROD_035,3,262.78,10
ITEM_000190,ORD_00072,PROD_027,4,337.98,20
ITEM_000191,ORD_00072,PROD_036,4,339.62,10
ITEM_000192,ORD_00072,PROD_050,3,427.71,5
ITEM_000193,ORD_00073,PROD_045,2,570.31,0
ITEM_000194,ORD_00074,PROD_022,5,483.5,20
ITEM_000195,ORD_00074,PROD_041,1,18.1,0
ITEM_000196,ORD_00075,PROD_028,4,66.56,10
ITEM_000197,ORD_00075,PROD_039,2,37.09,15
ITEM_000198,ORD_00076,PROD_019,5,431.29,20
ITEM_000199,ORD_00076,PROD_012,1,389.57,15
ITEM_000200,ORD_00076,PROD_043,1,559.49,20
ITEM_000201,ORD_00076,PROD_039,3,313.67,5
ITEM_000202,ORD_00077,PROD_042,1,15.17,5
ITEM_000203,ORD_00077,PROD_050,1,248.67,15
ITEM_000204,ORD_00078,PROD_001,5,446.1,0
ITEM_000205,ORD_00078,PROD_047,1,500.41,20
ITEM_000206,ORD_00078,PROD_018,3,147.38,5
ITEM_000207,ORD_00078,PROD_037,4,17.72,5
ITEM_000208,ORD_00079,PROD_005,5,309.35,10
ITEM_000209,ORD_00079,PROD_017,1,527.53,20
ITEM_000210,ORD_00079,PROD_025,3,344.45,5
ITEM_000211,ORD_00079,PROD_030,3,413.73,20
ITEM_000212,ORD_00080,PROD_005,4,238.86,5
ITEM_000213,ORD_00081,PROD_023,3,317.15,0
ITEM_000214,ORD_00081,PROD_006,3,248.37,10
ITEM_000215,ORD_00082,PROD_031,5,198.62,5
ITEM_000216,ORD_00083,PROD_044,2,559.2,5
ITEM_000217,ORD_00083,PROD_016,4,445.23,10
ITEM_000218,ORD_00083,PROD_016,2,504.26,10
ITEM_000219,ORD_00084,PROD_006,1,410.35,15
ITEM_000220,ORD_00084,PROD_035,-5,575.43,15
ITEM_000221,ORD_00085,PROD_037,5,523.23,15
ITEM_000222,ORD_00085,PROD_033,2,178.96,5
ITEM_000223,ORD_00085,PROD_034,5,482.57,15
ITEM_000224,ORD_00086,PROD_044,5,468.9,15
ITEM_000225,ORD_00087,PROD_045,5,19.92,5
ITEM_000226,ORD_00088,PROD_024,5,373.48,10
ITEM_000227,ORD_00088,PROD_016,2,172.6,20
ITEM_000228,ORD_00088,PROD_032,3,263.01,15
ITEM_000229,ORD_00088,PROD_026,3,178.58,5
ITEM_000230,ORD_00089,PROD_007,5,436.68,5
ITEM_000231,ORD_00089,PROD_025,5,129.7,5
ITEM_000232,ORD_00090,PROD_032,1,93.67,20
ITEM_000233,ORD_00090,PROD_032,5,190.52,20
ITEM_000234,ORD_00090,PROD_007,5,418.97,0
ITEM_000235,ORD_00090,PROD_031,2,505.8,0
ITEM_000236,ORD_00091,PROD_024,3,342.8,10
ITEM_000237,ORD_00091,PROD_008,-3,220.39,20
ITEM_000238,ORD_00091,PROD_042,2,394.74,5
ITEM_000239,ORD_00091,PROD_044,3,313.61,15
ITEM_000240,ORD_00092,PROD_030,4,384.55,5
ITEM_000241,ORD_00093,PROD_040,3,349.41,0
ITEM_000242,ORD_00093,PROD_015,1,198.39,10
ITEM_000243,ORD_00094,PROD_018,5,534.3,10
ITEM_000244,ORD_00094,PROD_029,5,257.18,5
ITEM_000245,ORD_00094,PROD_016,1,402.28,0
ITEM_000246,ORD_00095,PROD_007,2,52.32,15
ITEM_000247,ORD_00095,PROD_050,5,247.25,0
ITEM_000248,ORD_00096,PROD_006,3,398.08,15
ITEM_000249,ORD_00097,PROD_019,2,274.25,5
ITEM_000250,ORD_00097,PROD_011,2,31.71,10
ITEM_000251,ORD_00097,PROD_030,3,585.36,20
ITEM_000252,ORD_00098,PROD_045,5,330.48,20
ITEM_000253,ORD_00098,PROD_048,5,386.97,20
ITEM_000254,ORD_00098,PROD_041,4,327.26,10
ITEM_000255,ORD_00099,PROD_006,5,273.49,10
ITEM_000256,ORD_00099,PROD_020,4,21.18,20
ITEM_000257,ORD_00099,PROD_031,2,328.03,15
ITEM_000258,ORD_00099,PROD_050,4,266.8,10
ITEM_000259,ORD_00100,PROD_013,1,255.87,20
ITEM_000260,ORD_00100,PROD_011,4,433.24,15
ITEM_000261,ORD_00101,PROD_028,2,380.81,20
ITEM_000262,ORD_00101,PROD_044,5,174.04,20
ITEM_000263,ORD_00101,PROD_005,3,121.71,10
ITEM_000264,ORD_00101,PROD_040,1,279.87,20
ITEM_000265,ORD_00102,PROD_010,2,44.03,20
ITEM_000266,ORD_00102,PROD_007,1,180.04,5
ITEM_000267,ORD_00102,PROD_015,4,67.77,0
ITEM_000268,ORD_00102,PROD_027,4,197.27,15
ITEM_000269,ORD_00103,PROD_003,4,208.2,5
ITEM_000270,ORD_00103,PROD_026,1,56.76,15
ITEM_000271,ORD_00103,PROD_017,2,493.09,0
ITEM_000272,ORD_00104,PROD_029,2,159.59,0
ITEM_000273,ORD_00105,PROD_007,4,319.87,5
ITEM_000274,ORD_00105,PROD_020,4,562.69,5
ITEM_000275,ORD_00106,PROD_017,5,296.52,10
ITEM_000276,ORD_00107,PROD_043,3,142.41,0
ITEM_000277,ORD_00107,PROD_021,2,23.81,10
ITEM_000278,ORD_00108,PROD_001,4,581.77,20
ITEM_000279,ORD_00109,PROD_050,5,67.35,5
ITEM_000280,ORD_00109,PROD_040,4,212.98,0
ITEM_000281,ORD_00109,PROD_010,1,425.28,0
ITEM_000282,ORD_00109,PROD_021,2,589.28,10
ITEM_000283,ORD_00110,PROD_025,-2,224.53,5
ITEM_000284,ORD_00110,PROD_032,3,428.38,20
ITEM_000285,ORD_00110,PROD_032,3,126.02,5
ITEM_000286,ORD_00110,PROD_047,5,289.01,20
ITEM_000287,ORD_00111,PROD_029,1,187.97,10
ITEM_000288,ORD_00111,PROD_001,5,468.91,20
ITEM_000289,ORD_00112,PROD_040,2,516.25,20
ITEM_000290,ORD_00112,PROD_005,2,400.1,20
ITEM_000291,ORD_00112,PROD_044,4,306.07,20
ITEM_000292,ORD_00112,PROD_021,2,254.74,10
ITEM_000293,ORD_00113,PROD_005,1,40.61,5
ITEM_000294,ORD_00114,PROD_032,1,127.1,0
ITEM_000295,ORD_00114,PROD_025,5,399.88,20
ITEM_000296,ORD_00115,PROD_039,1,434.94,0
ITEM_000297,ORD_00115,PROD_006,2,288.81,0
ITEM_000298,ORD_00115,PROD_027,3,495.89,0
ITEM_000299,ORD_00116,PROD_005,5,503.16,0
ITEM_000300,ORD_00116,PROD_007,2,74.22,5
ITEM_000301,ORD_00116,PROD_013,5,322.82,5
ITEM_000302,ORD_00117,PROD_027,5,451.47,20
ITEM_000303,ORD_00117,PROD_045,3,404.17,0
ITEM_000304,ORD_00118,PROD_033,2,212.45,5
ITEM_000305,ORD_00118,PROD_029,5,561.11,10
ITEM_000306,ORD_00119,PROD_041,3,266.89,10
ITEM_000307,ORD_00119,PROD_035,5,140.15,20
ITEM_000308,ORD_00119,PROD_029,3,276.79,15
ITEM_000309,ORD_00120,PROD_039,1,24.54,5
ITEM_000310,ORD_00121,PROD_015,1,140.67,10
ITEM_000311,ORD_00121,PROD_045,1,496.07,20
ITEM_000312,ORD_00121,PROD_037,5,105.51,0
ITEM_000313,ORD_00122,PROD_017,3,229.74,20
ITEM_000314,ORD_00122,PROD_020,2,68.76,15
ITEM_000315,ORD_00122,PROD_047,5,60.16,10
ITEM_000316,ORD_00122,PROD_045,4,426.17,0
ITEM_000317,ORD_00123,PROD_037,1,238.2,0
ITEM_000318,ORD_00123,PROD_028,3,258.67,0
ITEM_000319,ORD_00123,PROD_039,2,558.26,15
ITEM_000320,ORD_00124,PROD_021,3,330.86,5
ITEM_000321,ORD_00125,PROD_010,5,44.55,15
ITEM_000322,ORD_00125,PROD_037,4,310.27,5
ITEM_000323,ORD_00125,PROD_026,4,101.59,10
ITEM_000324,ORD_00126,PROD_004,4,335.67,10
ITEM_000325,ORD_00127,PROD_050,4,423.25,5
ITEM_000326,ORD_00128,PROD_026,5,396.57,5
ITEM_000327,ORD_00128,PROD_048,5,321.68,5
ITEM_000328,ORD_00128,PROD_028,1,204.2,20
ITEM_000329,ORD_00128,PROD_027,1,262.77,10
ITEM_000330,ORD_00129,PROD_042,3,29.16,10
ITEM_000331,ORD_00129,PROD_040,2,495.63,15
ITEM_000332,ORD_00130,PROD_015,4,131.82,10
ITEM_000333,ORD_00130,PROD_006,2,80.74,0
ITEM_000334,ORD_00131,PROD_019,5,23.03,0
ITEM_000335,ORD_00131,PROD_002,3,209.15,20
ITEM_000336,ORD_00132,PROD_049,2,166.31,15
ITEM_000337,ORD_00132,PROD_010,5,421.62,0
ITEM_000338,ORD_00133,PROD_034,5,40.44,5
ITEM_000339,ORD_00133,PROD_045,1,376.51,0
ITEM_000340,ORD_00133,PROD_001,4,53.96,10
ITEM_000341,ORD_00133,PROD_002,3,186.11,15
ITEM_000342,ORD_00134,PROD_046,4,73.27,10
ITEM_000343,ORD_00134,PROD_035,4,66.49,5
ITEM_000344,ORD_00135,PROD_002,5,38.26,20
ITEM_000345,ORD_00135,PROD_026,3,450.47,0
ITEM_000346,ORD_00135,PROD_023,3,380.76,5
ITEM_000347,ORD_00135,PROD_004,5,381.09,15
ITEM_000348,ORD_00136,PROD_015,5,103.75,15
ITEM_000349,ORD_00137,PROD_034,1,576.95,20
ITEM_000350,ORD_00137,PROD_037,2,104.36,10
ITEM_000351,ORD_00138,PROD_014,4,396.7,20
ITEM_000352,ORD_00138,PROD_013,5,519.61,10
ITEM_000353,ORD_00138,PROD_028,5,597.48,5
ITEM_000354,ORD_00139,PROD_035,3,569.93,0
ITEM_000355,ORD_00139,PROD_010,2,440.34,10
ITEM_000356,ORD_00140,PROD_048,4,561.25,10
ITEM_000357,ORD_00140,PROD_007,2,91.95,0
ITEM_000358,ORD_00140,PROD_039,5,346.72,5
ITEM_000359,ORD_00140,PROD_044,5,30.26,0
ITEM_000360,ORD_00141,PROD_039,2,289.23,10
ITEM_000361,ORD_00141,PROD_032,2,292.2,5
ITEM_000362,ORD_00141,PROD_027,2,462.26,0
ITEM_000363,ORD_00141,PROD_015,3,449.28,5
ITEM_000364,ORD_00142,PROD_029,1,522.27,15
ITEM_000365,ORD_00142,PROD_016,3,265.12,0
ITEM_000366,ORD_00143,PROD_048,3,349.58,20
ITEM_000367,ORD_00143,PROD_046,5,475.35,20
ITEM_000368,ORD_00143,PROD_003,1,528.5,5
ITEM_000369,ORD_00143,PROD_048,5,37.96,15
ITEM_000370,ORD_00144,PROD_026,2,532.37,10
ITEM_000371,ORD_00145,PROD_040,2,552.63,20
ITEM_000372,ORD_00145,PROD_042,2,279.24,20
ITEM_000373,ORD_00145,PROD_038,1,563.64,20
ITEM_000374,ORD_00145,PROD_021,2,278.77,5
ITEM_000375,ORD_00146,PROD_013,5,531.29,0
ITEM_000376,ORD_00146,PROD_042,3,545.69,5
ITEM_000377,ORD_00146,PROD_046,1,277.9,10
ITEM_000378,ORD_00146,PROD_025,1,440.22,20
ITEM_000379,ORD_00147,PROD_003,4,464.43,10
ITEM_000380,ORD_00147,PROD_010,5,109.84,5
ITEM_000381,ORD_00148,PROD_020,1,442.14,15
ITEM_000382,ORD_00148,PROD_008,3,540.65,5
ITEM_000383,ORD_00149,PROD_001,5,283.31,15
ITEM_000384,ORD_00150,PROD_016,5,141.87,15
ITEM_000385,ORD_00151,PROD_039,4,366.06,5
ITEM_000386,ORD_00151,PROD_041,5,341.17,5
ITEM_000387,ORD_00151,PROD_004,1,397.17,0
ITEM_000388,ORD_00151,PROD_043,2,353.18,20
ITEM_000389,ORD_00152,PROD_004,3,78.7,5
ITEM_000390,ORD_00152,PROD_040,2,401.64,20
ITEM_000391,ORD_00152,PROD_012,5,580.28,20
ITEM_000392,ORD_00153,PROD_020,1,203.85,15
ITEM_000393,ORD_00153,PROD_036,1,52.98,15
ITEM_000394,ORD_00153,PROD_018,2,207.59,15
ITEM_000395,ORD_00154,PROD_007,2,349.25,20
ITEM_000396,ORD_00154,PROD_045,1,368.8,10
ITEM_000397,ORD_00155,PROD_017,5,322.35,20
ITEM_000398,ORD_00155,PROD_040,3,344.14,20
ITEM_000399,ORD_00155,PROD_012,4,531.94,5
ITEM_000400,ORD_00155,PROD_001,3,84.15,15
ITEM_000401,ORD_00156,PROD_027,2,257.21,10
ITEM_000402,ORD_00157,PROD_014,5,21.61,5
ITEM_000403,ORD_00157,PROD_005,3,195.05,20
ITEM_000404,ORD_00157,PROD_001,5,81.59,10
ITEM_000405,ORD_00158,PROD_040,4,576.67,5
ITEM_000406,ORD_00158,PROD_022,2,554.53,15
ITEM_000407,ORD_00158,PROD_042,4,94.42,5
ITEM_000408,ORD_00159,PROD_030,5,473.63,15
ITEM_000409,ORD_00159,PROD_020,1,345.49,10
ITEM_000410,ORD_00159,PROD_014,5,352.78,10
ITEM_000411,ORD_00159,PROD_010,3,179.07,0
ITEM_000412,ORD_00160,PROD_011,4,349.02,15
ITEM_000413,ORD_00160,PROD_049,2,195.34,10
ITEM_000414,ORD_00160,PROD_006,1,305.78,5
ITEM_000415,ORD_00161,PROD_020,4,141.44,10
ITEM_000416,ORD_00161,PROD_003,2,470.01,0
ITEM_000417,ORD_00161,PROD_031,4,544.4,5
ITEM_000418,ORD_00162,PROD_047,3,526.22,10
ITEM_000419,ORD_00162,PROD_007,3,495.95,20
ITEM_000420,ORD_00163,PROD_030,2,241.74,20
ITEM_000421,ORD_00163,PROD_003,-1,416.93,20
ITEM_000422,ORD_00164,PROD_003,3,75.32,10
ITEM_000423,ORD_00165,PROD_041,5,536.9,10
ITEM_000424,ORD_00166,PROD_035,2,201.7,15
ITEM_000425,ORD_00166,PROD_011,1,175.08,0
ITEM_000426,ORD_00167,PROD_036,2,201.31,5
ITEM_000427,ORD_00168,PROD_005,5,197.16,10
ITEM_000428,ORD_00168,PROD_009,5,31.96,0
ITEM_000429,ORD_00168,PROD_006,1,264.48,5
ITEM_000430,ORD_00169,PROD_022,5,493.2,20
ITEM_000431,ORD_00169,PROD_049,1,462.19,20
ITEM_000432,ORD_00169,PROD_045,2,288.94,15
ITEM_000433,ORD_00169,PROD_046,3,463.4,15
ITEM_000434,ORD_00170,PROD_040,2,165.96,10
ITEM_000435,ORD_00170,PROD_043,4,208.24,10
ITEM_000436,ORD_00171,PROD_031,4,81.04,15
ITEM_000437,ORD_00171,PROD_019,4,464.25,20
ITEM_000438,ORD_00171,PROD_007,5,252.33,0
ITEM_000439,ORD_00171,PROD_005,3,478.57,20
ITEM_000440,ORD_00172,PROD_016,4,378.21,20
ITEM_000441,ORD_00172,PROD_025,2,53.65,5
ITEM_000442,ORD_00172,PROD_028,5,346.82,10
ITEM_000443,ORD_00172,PROD_012,5,402.63,0
ITEM_000444,ORD_00173,PROD_030,1,205.35,0
ITEM_000445,ORD_00173,PROD_026,4,55.72,0
ITEM_000446,ORD_00173,PROD_025,5,206.53,0
ITEM_000447,ORD_00173,PROD_009,1,534.05,0
ITEM_000448,ORD_00174,PROD_019,2,243.14,20
ITEM_000449,ORD_00174,PROD_044,4,528.29,10
ITEM_000450,ORD_00175,PROD_023,4,594.32,20
ITEM_000451,ORD_00175,PROD_033,1,251.46,5
ITEM_000452,ORD_00175,PROD_036,3,581.22,0
ITEM_000453,ORD_00176,PROD_002,1,152.62,20
ITEM_000454,ORD_00176,PROD_046,4,238.93,15
ITEM_000455,ORD_00176,PROD_043,4,116.44,5
ITEM_000456,ORD_00177,PROD_024,5,506.38,5
ITEM_000457,ORD_00177,PROD_043,3,88.45,0
ITEM_000458,ORD_00178,PROD_032,1,399.89,5
ITEM_000459,ORD_00179,PROD_027,2,518.19,20
ITEM_000460,ORD_00180,PROD_033,5,263.11,15
ITEM_000461,ORD_00180,PROD_012,4,263.49,0
ITEM_000462,ORD_00180,PROD_047,5,153.5,20
ITEM_000463,ORD_00180,PROD_035,3,352.17,0
ITEM_000464,ORD_00181,PROD_024,5,81.2,15
ITEM_000465,ORD_00182,PROD_034,2,590.39,10
ITEM_000466,ORD_00183,PROD_040,5,66.74,15
ITEM_000467,ORD_00183,PROD_035,1,481.89,10
ITEM_000468,ORD_00183,PROD_022,5,327.99,0
ITEM_000469,ORD_00183,PROD_031,4,350.77,10
ITEM_000470,ORD_00184,PROD_019,3,184.19,0
ITEM_000471,ORD_00184,PROD_047,5,474.24,10
ITEM_000472,ORD_00184,PROD_038,1,113.91,0
ITEM_000473,ORD_00184,PROD_040,3,30.97,15
ITEM_000474,ORD_00185,PROD_018,2,162.45,20
ITEM_000475,ORD_00186,PROD_001,3,448.74,20
ITEM_000476,ORD_00186,PROD_048,2,103.41,15
ITEM_000477,ORD_00186,PROD_017,3,472.78,5
ITEM_000478,ORD_00187,PROD_003,2,215.57,0
ITEM_000479,ORD_00187,PROD_010,2,505.0,15
ITEM_000480,ORD_00187,PROD_029,4,439.71,5
