order_id,customer_id,order_date,status,region_code
ORD_00069,CUST_0117,2026-03-15 00:00:00,SHIPPED,APAC-SOUTH
ORD_00070,CUST_0040,2026-06-20 22:43:06,DELIVERED,EU-CENTRAL
ORD_00071,CUST_0102,2026-04-08 05:15:34,DELIVERED,APAC-SOUTH
ORD_00072,CUST_0161,2026-03-25 23:54:38,CANCELLED,US-EAST
ORD_00073,CUST_0061,2026-01-27 04:08:05,DELIVERED,US-WEST
ORD_00074,CUST_0112,2026-04-16 23:38:55,PLACED,APAC-SOUTH
ORD_00075,CUST_0077,2025-11-21 01:28:38,PLACED,EU-CENTRAL
ORD_00076,CUST_0076,2026-07-28 12:20:31,CANCELLED,US-WEST
ORD_00077,CUST_0106,2025-09-25 09:17:49,SHIPPED,US-WEST
ORD_00078,CUST_0157,2026-04-22 23:42:13,RETURNED,US-WEST
ORD_00079,CUST_0150,2026-07-02 01:50:03,CANCELLED,EU-CENTRAL
ORD_00080,CUST_0171,2026-05-20 00:00:00,CANCELLED,EU-CENTRAL
ORD_00081,CUST_0041,2025-09-04 17:57:17,DELIVERED,EU-CENTRAL
ORD_00082,CUST_0109,2025-11-01 21:12:46,CANCELLED,EU-CENTRAL
ORD_00083,CUST_0099,2026-04-29 02:09:13,PLACED,US-WEST
ORD_00084,CUST_0092,2025-11-30 22:36:28,DELIVERED,US-EAST
ORD_00085,CUST_0169,2025-10-22 20:53:07,PLACED,US-EAST
ORD_00086,CUST_0191,2025-10-23 17:30:20,DELIVERED,US-WEST
ORD_00087,CUST_0091,2026-02-19 13:01:34,SHIPPED,EU-CENTRAL
ORD_00088,CUST_0185,2025-08-25 11:07:04,SHIPPED,US-EAST
ORD_00089,CUST_0166,2026-06-17 00:00:00,CANCELLED,US-EAST
ORD_00090,CUST_0188,2025-12-29 07:40:31,DELIVERED,EU-CENTRAL
ORD_00091,CUST_0045,2026-01-10 00:47:09,RETURNED,EU-CENTRAL
ORD_00092,CUST_0070,2026-03-23 10:02:06,DELIVERED,APAC-SOUTH
ORD_00093,CUST_0076,2026-01-20 22:16:30,DELIVERED,US-EAST
ORD_00094,CUST_0020,2026-04-20 11:47:00,SHIPPED,APAC-SOUTH
ORD_00095,CUST_0143,2025-11-18 15:32:12,CANCELLED,US-EAST
ORD_00096,CUST_0032,2025-12-30 13:50:49,DELIVERED,APAC-SOUTH
ORD_00097,CUST_0096,2026-01-31 06:45:40,SHIPPED,APAC-SOUTH
ORD_00098,UNKNOWN,2025-08-23 04:19:07,RETURNED,EU-CENTRAL
ORD_00099,CUST_0057,2025-12-09 23:57:17,CANCELLED,EU-CENTRAL
ORD_00100,CUST_0030,2026-04-13 08:29:02,PLACED,EU-CENTRAL
ORD_00101,CUST_0030,2025-11-13 10:23:04,RETURNED,US-WEST
ORD_00102,CUST_0095,2025-09-23 07:33:36,RETURNED,APAC-SOUTH
ORD_00103,CUST_0187,2026-06-16 22:32:55,CANCELLED,US-EAST
ORD_00104,CUST_0158,2026-04-10 15:59:14,DELIVERED,US-EAST
ORD_00105,CUST_0056,2026-05-04 05:52:24,SHIPPED,EU-CENTRAL
ORD_00106,CUST_0176,2026-01-01 17:49:42,DELIVERED,US-EAST
ORD_00107,CUST_0049,2025-11-11 20:35:43,CANCELLED,US-EAST
ORD_00108,CUST_0165,2026-07-20 12:28:05,PLACED,US-EAST
ORD_00109,CUST_0063,2025-09-30 21:42:02,RETURNED,US-WEST
ORD_00110,CUST_0196,2025-09-30 14:33:07,RETURNED,US-WEST
ORD_00111,CUST_0060,2026-02-15 23:31:15,SHIPPED,US-EAST
ORD_00112,CUST_0038,2025-09-09 16:31:22,RETURNED,EU-CENTRAL
ORD_00113,CUST_0029,2025-09-20 14:43:49,PLACED,US-WEST
ORD_00114,UNKNOWN,2026-04-01 00:00:36,SHIPPED,EU-CENTRAL
ORD_00115,UNKNOWN,2026-07-02 09:26:17,SHIPPED,APAC-SOUTH
ORD_00116,CUST_0191,2026-03-21 02:48:00,CANCELLED,EU-CENTRAL
ORD_00117,CUST_0028,2025-11-10 02:56:14,SHIPPED,US-EAST
ORD_00118,CUST_0169,2025-09-11 15:15:36,CANCELLED,US-EAST
ORD_00119,CUST_0123,2026-01-09 17:11:51,CANCELLED,US-EAST
ORD_00120,CUST_0114,2025-12-15 01:24:38,PLACED,EU-CENTRAL
ORD_00121,CUST_0017,2025-11-17 16:08:31,RETURNED,EU-CENTRAL
ORD_00122,CUST_0153,2026-05-02 03:46:43,CANCELLED,APAC-SOUTH
ORD_00123,CUST_0180,2026-04-12 22:52:15,RETURNED,US-WEST
ORD_00124,CUST_0059,2026-07-14 20:21:52,CANCELLED,APAC-SOUTH
ORD_00125,CUST_0025,2025-12-09 11:06:44,DELIVERED,EU-CENTRAL
ORD_00126,CUST_0040,2025-11-27 17:33:22,CANCELLED,US-EAST
ORD_00127,CUST_0022,2025-11-04 07:20:01,PLACED,EU-CENTRAL
ORD_00128,CUST_0143,2026-04-30 15:25:07,RETURNED,EU-CENTRAL
ORD_00129,CUST_0106,2026-05-10 12:38:03,CANCELLED,US-EAST
ORD_00130,CUST_0154,2026-01-01 21:43:22,PLACED,US-WEST
ORD_00131,CUST_0124,2026-01-02 04:30:59,PLACED,EU-CENTRAL
ORD_00132,CUST_0095,2026-01-25 05:32:30,DELIVERED,US-WEST
ORD_00133,CUST_0144,2025-11-11 12:34:43,RETURNED,US-EAST
ORD_00134,CUST_0169,2026-03-22 01:33:46,DELIVERED,US-EAST
ORD_00135,CUST_0180,2025-11-25 19:37:03,DELIVERED,EU-CENTRAL
ORD_00136,UNKNOWN,2026-04-02 19:10:42,RETURNED,APAC-SOUTH
ORD_00137,CUST_0190,2025-09-22 00:27:21,PLACED,US-EAST
ORD_00138,CUST_0056,2026-05-09 07:03:12,CANCELLED,EU-CENTRAL
ORD_00139,CUST_0080,2025-12-13 11:03:09,RETURNED,US-EAST
ORD_00140,CUST_0040,2026-08-02 14:09:19,RETURNED,US-EAST
ORD_00141,CUST_0070,2026-07-06 15:35:57,CANCELLED,APAC-SOUTH
ORD_00142,CUST_0107,2026-07-15 12:14:37,RETURNED,US-EAST
ORD_00143,CUST_0029,2025-09-25 22:33:44,RETURNED,APAC-SOUTH
ORD_00144,CUST_0079,2025-11-24 00:00:00,CANCELLED,US-EAST
ORD_00145,UNKNOWN,2026-01-31 02:18:42,SHIPPED,US-WEST
ORD_00146,CUST_0075,2025-09-25 18:33:06,PLACED,APAC-SOUTH
ORD_00147,CUST_0045,2026-07-04 23:11:32,RETURNED,US-WEST
ORD_00148,CUST_0172,2026-07-22 22:31:19,PLACED,APAC-SOUTH
ORD_00149,CUST_0011,2026-01-15 09:06:11,CANCELLED,US-EAST
ORD_00150,CUST_0148,2026-01-15 06:00:19,CANCELLED,APAC-SOUTH
ORD_00151,CUST_0104,2026-12-07 00:00:00,DELIVERED,US-WEST
ORD_00152,CUST_0159,2025-09-11 15:06:51,DELIVERED,US-EAST
ORD_00153,CUST_0028,2026-06-18 04:34:18,RETURNED,APAC-SOUTH
ORD_00154,CUST_0102,2026-05-04 18:18:02,DELIVERED,US-WEST
ORD_00155,CUST_0044,2026-08-03 02:04:50,PLACED,US-WEST
ORD_00156,CUST_0090,2025-11-13 18:04:51,SHIPPED,US-WEST
ORD_00157,CUST_0066,2026-01-02 16:47:09,RETURNED,US-WEST
ORD_00158,CUST_0168,2026-01-17 09:48:43,CANCELLED,APAC-SOUTH
ORD_00159,CUST_0195,2026-02-24 11:16:18,RETURNED,EU-CENTRAL
ORD_00160,CUST_0161,2026-02-04 22:25:03,CANCELLED,US-EAST
ORD_00161,CUST_0162,2026-06-20 09:26:30,DELIVERED,US-EAST
ORD_00162,CUST_0019,2026-02-02 00:06:30,CANCELLED,US-EAST
ORD_00163,CUST_0074,2026-06-06 10:43:28,PLACED,APAC-SOUTH
ORD_00164,CUST_0142,2026-08-01 05:55:43,PLACED,APAC-SOUTH
ORD_00165,CUST_0147,2026-06-20 11:02:19,DELIVERED,APAC-SOUTH
ORD_00166,CUST_0016,2026-04-06 04:59:29,DELIVERED,US-EAST
ORD_00167,CUST_0045,2025-02-09 00:00:00,CANCELLED,APAC-SOUTH
ORD_00168,CUST_0157,2026-04-02 02:50:47,DELIVERED,EU-CENTRAL
ORD_00169,CUST_0199,2026-06-25 22:45:15,RETURNED,US-EAST
ORD_00170,CUST_0166,2025-12-07 19:30:29,DELIVERED,US-EAST
ORD_00171,CUST_0099,2026-07-13 17:51:42,RETURNED,US-WEST
ORD_00172,CUST_0150,2026-05-07 02:53:28,DELIVERED,EU-CENTRAL
ORD_00173,CUST_0179,2026-01-11 18:01:05,SHIPPED,US-EAST
ORD_00174,CUST_0097,2026-04-13 12:42:36,DELIVERED,US-WEST
ORD_00175,CUST_0190,2025-11-19 03:20:29,RETURNED,US-EAST
ORD_00176,CUST_0109,2025-12-17 08:28:23,PLACED,EU-CENTRAL
ORD_00177,CUST_0055,2026-02-27 19:45:31,CANCELLED,US-WEST
ORD_00178,CUST_0036,2025-11-10 21:57:12,DELIVERED,US-EAST
ORD_00179,CUST_0139,2026-06-19 22:25:27,RETURNED,US-EAST
ORD_00180,CUST_0197,2025-08-31 01:50:10,RETURNED,APAC-SOUTH
ORD_00181,CUST_0047,2025-08-12 07:48:04,RETURNED,US-WEST
ORD_00182,CUST_0012,2025-11-29 20:34:23,SHIPPED,APAC-SOUTH
ORD_00183,CUST_0193,2026-01-13 19:37:00,CANCELLED,US-WEST
ORD_00184,CUST_0080,2026-02-02 17:24:09,CANCELLED,US-WEST
ORD_00185,CUST_0147,2026-04-16 21:30:54,CANCELLED,EU-CENTRAL
ORD_00186,CUST_0129,2025-12-28 22:01:52,SHIPPED,US-WEST
ORD_00187,CUST_0036,2026-03-06 21:02:08,PLACED,APAC-SOUTH
ORD_00188,CUST_0142,2026-03-09 21:58:14,RETURNED,US-EAST
ORD_00189,CUST_0196,2026-06-20 06:55:27,CANCELLED,US-WEST
ORD_00190,CUST_0024,2026-07-16 08:08:46,SHIPPED,APAC-SOUTH
ORD_00191,CUST_0007,2025-11-22 08:26:25,CANCELLED,EU-CENTRAL
ORD_00192,CUST_0021,2025-10-31 23:57:39,PLACED,EU-CENTRAL
ORD_00193,CUST_0183,2026-06-21 13:08:46,SHIPPED,US-WEST
ORD_00194,UNKNOWN,2025-09-13 03:48:39,CANCELLED,US-WEST
ORD_00195,CUST_0121,2026-08-06 19:21:01,PLACED,US-EAST
ORD_00196,UNKNOWN,2026-01-20 20:55:30,SHIPPED,APAC-SOUTH
ORD_00197,CUST_0074,2025-09-26 08:34:14,PLACED,US-EAST
ORD_00198,CUST_0164,2025-12-12 11:12:01,CANCELLED,US-EAST
ORD_00199,CUST_0128,2026-02-16 03:24:46,PLACED,US-WEST
ORD_00200,CUST_0075,2025-11-07 19:35:26,RETURNED,EU-CENTRAL
ORD_00201,CUST_0107,2025-09-14 21:07:06,PLACED,EU-CENTRAL
ORD_00202,CUST_0135,2026-06-01 04:58:42,RETURNED,US-EAST
ORD_00203,CUST_0121,2026-03-26 00:00:00,CANCELLED,EU-CENTRAL
ORD_00204,CUST_0005,2025-08-10 02:36:33,PLACED,EU-CENTRAL
ORD_00205,CUST_0169,2026-01-11 09:58:25,RETURNED,EU-CENTRAL
ORD_00206,CUST_0091,2026-07-12 00:59:27,SHIPPED,APAC-SOUTH
ORD_00207,CUST_0123,2026-08-08 19:48:56,SHIPPED,US-EAST
ORD_00208,CUST_0118,2026-06-06 00:00:00,SHIPPED,US-EAST
ORD_00209,CUST_0011,2025-12-28 22:16:02,DELIVERED,APAC-SOUTH
ORD_00210,CUST_0140,2025-09-26 00:46:00,PLACED,US-WEST
ORD_00211,CUST_0200,2026-04-26 00:00:00,DELIVERED,EU-CENTRAL
ORD_00212,CUST_0095,2025-11-01 08:39:04,CANCELLED,APAC-SOUTH
ORD_00213,CUST_0099,2026-05-05 17:15:03,SHIPPED,APAC-SOUTH
ORD_00214,CUST_0095,2025-10-15 13:16:24,RETURNED,EU-CENTRAL
ORD_00215,CUST_0187,2025-08-18 08:56:57,CANCELLED,US-WEST
ORD_00216,CUST_0083,2026-06-18 19:32:05,DELIVERED,EU-CENTRAL
ORD_00217,CUST_0155,2025-08-18 11:19:48,SHIPPED,APAC-SOUTH
ORD_00218,CUST_0011,2025-10-25 21:00:43,DELIVERED,APAC-SOUTH
ORD_00219,CUST_0015,2025-09-21 08:03:49,CANCELLED,EU-CENTRAL
ORD_00220,CUST_0192,2026-02-28 15:26:07,PLACED,US-WEST
ORD_00221,CUST_0174,2026-03-20 22:35:04,PLACED,US-WEST
ORD_00222,CUST_0200,2026-01-06 18:43:49,DELIVERED,APAC-SOUTH
ORD_00223,CUST_0009,2026-05-25 23:41:45,CANCELLED,EU-CENTRAL
ORD_00224,CUST_0196,2026-07-05 07:33:25,SHIPPED,EU-CENTRAL
ORD_00225,CUST_0167,2025-09-15 16:09:46,PLACED,US-EAST
ORD_00226,CUST_0128,2026-01-31 04:56:09,RETURNED,US-EAST
ORD_00227,CUST_0067,2025-10-29 15:48:04,SHIPPED,EU-CENTRAL
ORD_00228,CUST_0126,2025-11-15 23:36:05,SHIPPED,US-EAST
ORD_00229,CUST_0183,2025-08-25 03:46:18,PLACED,EU-CENTRAL
ORD_00230,CUST_0182,2026-02-17 17:56:23,RETURNED,EU-CENTRAL
ORD_00231,CUST_0041,2026-07-06 06:09:55,SHIPPED,EU-CENTRAL
ORD_00232,CUST_0032,2025-10-28 05:23:34,SHIPPED,US-WEST
ORD_00233,CUST_0007,2026-07-13 17:36:30,RETURNED,EU-CENTRAL
ORD_00234,CUST_0142,2026-04-22 15:26:43,PLACED,US-EAST
ORD_00235,CUST_0184,2025-08-17 17:07:31,RETURNED,APAC-SOUTH
ORD_00236,CUST_0148,2025-11-21 00:45:10,DELIVERED,US-EAST
ORD_00237,CUST_0175,2026-01-06 09:30:37,SHIPPED,US-WEST
ORD_00238,CUST_0034,2025-09-07 08:28:25,PLACED,US-EAST
ORD_00239,CUST_0078,2025-08-14 18:37:13,DELIVERED,US-WEST
ORD_00240,CUST_0133,2026-01-01 05:57:09,PLACED,EU-CENTRAL
ORD_00241,CUST_0142,2026-08-08 05:24:29,DELIVERED,US-EAST
ORD_00242,CUST_0044,2026-04-01 20:28:55,RETURNED,US-WEST
ORD_00243,CUST_0160,2026-07-27 13:59:50,RETURNED,EU-CENTRAL
ORD_00244,CUST_0145,2025-12-15 00:00:00,PLACED,US-EAST
ORD_00245,UNKNOWN,2025-11-07 05:33:27,RETURNED,EU-CENTRAL
ORD_00246,CUST_0197,2025-11-13 02:42:43,RETURNED,US-EAST
ORD_00247,CUST_0161,2025-12-10 21:02:57,DELIVERED,APAC-SOUTH
ORD_00248,CUST_0176,2026-04-01 15:54:54,CANCELLED,US-EAST
ORD_00249,CUST_0041,2026-04-28 09:18:41,CANCELLED,APAC-SOUTH
ORD_00250,CUST_0156,2026-04-14 14:06:35,DELIVERED,EU-CENTRAL
ORD_00251,CUST_0034,2026-04-14 11:42:46,RETURNED,US-EAST
ORD_00252,CUST_0120,2026-02-16 20:23:10,CANCELLED,US-WEST
ORD_00253,CUST_0013,2025-10-09 16:16:47,CANCELLED,APAC-SOUTH
ORD_00254,CUST_0041,2026-05-16 19:34:08,RETURNED,EU-CENTRAL
ORD_00255,CUST_0041,2026-04-24 19:09:41,RETURNED,APAC-SOUTH
ORD_00256,CUST_0079,2025-10-26 14:09:32,PLACED,APAC-SOUTH
ORD_00257,CUST_0062,2025-10-21 07:24:48,DELIVERED,US-EAST
ORD_00258,CUST_0127,2026-05-26 10:09:48,CANCELLED,EU-CENTRAL
ORD_00259,CUST_0028,2026-06-12 15:51:25,DELIVERED,EU-CENTRAL
ORD_00260,CUST_0094,2026-07-26 00:00:00,PLACED,US-WEST
ORD_00261,CUST_0074,2026-04-13 20:58:40,RETURNED,APAC-SOUTH
ORD_00262,CUST_0072,2026-01-29 22:16:53,RETURNED,US-EAST
ORD_00263,CUST_0025,2026-06-09 00:52:14,DELIVERED,EU-CENTRAL
ORD_00264,CUST_0051,2026-02-06 07:59:00,CANCELLED,US-EAST
ORD_00265,UNKNOWN,2025-10-06 20:45:45,DELIVERED,APAC-SOUTH
ORD_00266,CUST_0039,2025-11-09 00:29:19,RETURNED,US-WEST
ORD_00267,CUST_0157,2026-06-21 02:30:15,CANCELLED,EU-CENTRAL
ORD_00268,CUST_0130,2025-09-10 22:02:06,RETURNED,APAC-SOUTH
ORD_00269,CUST_0077,2025-11-19 05:42:50,PLACED,EU-CENTRAL
ORD_00270,CUST_0029,2025-11-14 11:38:33,RETURNED,EU-CENTRAL
ORD_00271,CUST_0186,2026-03-07 20:45:34,PLACED,APAC-SOUTH
ORD_00272,CUST_0168,2025-08-24 12:02:27,RETURNED,US-WEST
ORD_00273,CUST_0150,2026-04-06 15:00:13,RETURNED,APAC-SOUTH
ORD_00274,CUST_0175,2026-01-07 00:07:55,RETURNED,US-EAST
ORD_00275,CUST_0113,2026-06-19 09:02:56,SHIPPED,APAC-SOUTH
ORD_00276,CUST_0106,2025-11-09 07:39:57,RETURNED,APAC-SOUTH
ORD_00277,CUST_0189,2026-01-29 18:23:43,SHIPPED,US-WEST
ORD_00278,CUST_0170,2026-02-20 18:38:24,CANCELLED,EU-CENTRAL
ORD_00279,CUST_0118,2025-10-16 16:44:36,DELIVERED,EU-CENTRAL
ORD_00280,CUST_0185,2026-06-15 05:05:07,DELIVERED,APAC-SOUTH
ORD_00281,CUST_0064,2026-03-05 09:39:56,DELIVERED,US-WEST
ORD_00282,CUST_0077,2026-01-09 07:24:12,SHIPPED,APAC-SOUTH
ORD_00283,CUST_0090,2026-03-27 10:49:45,DELIVERED,EU-CENTRAL
ORD_00284,CUST_0174,2025-11-06 16:24:02,CANCELLED,EU-CENTRAL
ORD_00285,CUST_0038,2026-01-22 05:28:03,DELIVERED,US-EAST
ORD_00286,CUST_0114,2025-09-06 04:02:13,CANCELLED,US-WEST
ORD_00287,CUST_0138,2026-06-19 12:20:00,RETURNED,EU-CENTRAL
ORD_00288,CUST_0158,2026-02-26 02:32:17,SHIPPED,US-WEST
ORD_00289,CUST_0136,2025-09-21 13:01:13,SHIPPED,US-EAST
ORD_00290,CUST_0085,2026-06-13 19:43:17,PLACED,US-WEST
ORD_00291,UNKNOWN,2025-12-25 09:39:18,SHIPPED,APAC-SOUTH
ORD_00292,CUST_0122,2025-12-01 11:34:52,SHIPPED,EU-CENTRAL
ORD_00293,CUST_0166,2026-02-02 19:55:54,PLACED,US-WEST
ORD_00294,CUST_0186,2026-06-14 20:43:21,PLACED,US-WEST
ORD_00295,CUST_0046,2026-03-09 12:14:23,PLACED,APAC-SOUTH
ORD_00296,CUST_0048,2026-06-03 01:39:28,DELIVERED,US-EAST
ORD_00297,UNKNOWN,2026-03-22 14:21:29,PLACED,EU-CENTRAL
ORD_00298,CUST_0165,2026-04-28 13:28:59,CANCELLED,US-WEST
ORD_00299,CUST_0120,2026-07-17 08:19:51,PLACED,EU-CENTRAL
ORD_00300,CUST_0118,2025-11-06 11:30:43,SHIPPED,US-EAST
ORD_00301,CUST_0076,2026-03-10 06:34:53,SHIPPED,US-WEST
ORD_00302,CUST_0164,2026-07-08 20:44:00,CANCELLED,EU-CENTRAL
ORD_00303,CUST_0172,2025-09-19 14:48:12,SHIPPED,APAC-SOUTH
ORD_00304,CUST_0064,2026-03-13 00:00:00,CANCELLED,US-WEST
ORD_00305,CUST_0069,2026-07-31 17:16:31,DELIVERED,US-EAST
ORD_00306,CUST_0093,2025-11-18 06:34:38,PLACED,US-EAST
ORD_00307,CUST_0041,2025-11-12 21:05:37,RETURNED,EU-CENTRAL
ORD_00308,CUST_0164,2026-04-15 02:16:21,DELIVERED,EU-CENTRAL
ORD_00309,CUST_0057,2026-05-23 04:08:43,CANCELLED,US-WEST
ORD_00310,CUST_0156,2025-10-04 15:44:39,RETURNED,APAC-SOUTH
ORD_00311,CUST_0171,2025-09-22 09:45:22,SHIPPED,US-EAST
ORD_00312,CUST_0136,2025-12-11 06:31:07,PLACED,US-EAST
ORD_00313,CUST_0141,2025-10-20 06:45:32,SHIPPED,US-WEST
ORD_00314,CUST_0134,2026-07-26 00:29:38,SHIPPED,APAC-SOUTH
ORD_00315,CUST_0131,2026-01-03 09:18:26,PLACED,APAC-SOUTH
ORD_00316,CUST_0107,2026-07-24 20:02:57,PLACED,APAC-SOUTH
ORD_00317,CUST_0079,2025-12-19 19:13:14,CANCELLED,EU-CENTRAL
ORD_00318,CUST_0191,2026-01-20 14:51:16,PLACED,US-EAST
ORD_00319,CUST_0180,2026-02-13 14:13:53,PLACED,US-EAST
ORD_00320,CUST_0121,2026-02-03 00:00:00,CANCELLED,US-WEST
ORD_00321,CUST_0197,2026-07-16 07:30:36,CANCELLED,EU-CENTRAL
ORD_00322,CUST_0098,2026-01-07 18:43:26,CANCELLED,APAC-SOUTH
ORD_00323,CUST_0170,2026-03-03 18:54:43,SHIPPED,EU-CENTRAL
ORD_00324,CUST_0138,2026-06-07 06:07:56,SHIPPED,US-WEST
ORD_00325,CUST_0194,2026-01-28 00:00:00,DELIVERED,APAC-SOUTH
ORD_00326,CUST_0140,2026-07-16 04:10:24,CANCELLED,US-WEST
ORD_00327,CUST_0089,2025-11-17 18:58:58,SHIPPED,US-EAST
ORD_00328,UNKNOWN,2026-06-24 11:38:58,RETURNED,US-EAST
ORD_00329,CUST_0018,2026-07-14 23:54:42,PLACED,APAC-SOUTH
ORD_00330,CUST_0181,2026-02-11 23:59:48,SHIPPED,US-EAST
ORD_00331,CUST_0060,2026-06-29 15:19:17,PLACED,US-WEST
ORD_00332,CUST_0075,2026-07-12 06:15:35,RETURNED,EU-CENTRAL
ORD_00333,CUST_0198,2026-01-02 06:52:50,DELIVERED,US-WEST
ORD_00334,CUST_0037,2026-05-28 05:54:49,RETURNED,US-WEST
ORD_00335,CUST_0071,2025-10-22 09:16:48,RETURNED,US-WEST
ORD_00336,CUST_0110,2026-03-13 16:42:02,PLACED,EU-CENTRAL
